# metadata,value
mode,qcl
fudge_factor,1
cycles,4
cycles_completed,4
integration_time,3.0
on_start,0.1
on_stop,0.3
off_start,0.6
off_stop,30

Bias_Current,Counts_TL1(0.008),Counts_TL2(0.010),Counts_TL3(0.012),Counts_TL4(0.014),DCounts_TL1(0.008),DCounts_TL2(0.010),DCounts_TL3(0.012),DCounts_TL4(0.014),ClicksOn_TL1(0.008),ClicksOn_TL2(0.010),ClicksOn_TL3(0.012),ClicksOn_TL4(0.014),ClicksOff_TL1(0.008),ClicksOff_TL2(0.010),ClicksOff_TL3(0.012),ClicksOff_TL4(0.014)
0.098,161732.9223356009,44103.1037414966,38537.20238095238,38366.000566893425,23785.30683106576,1399.5004251700682,337.7976190476191,321.499433106576,71239.0,17473.0,14928.0,14856.0,1342633.0,78999.0,19068.0,18148.0
0.1,164244.80938208615,47142.91028911564,40710.40603741497,40537.39725056689,23989.565617913835,1638.339710884354,576.0522959183675,556.3527494331066,72282.0,18732.0,15854.0,15780.0,1354163.0,92481.0,32517.0,31405.0
0.102,168731.91255668932,50111.093395691605,44734.69387755102,44727.501417233565,24466.004109977326,2063.385770975057,999.6811224489797,973.0194160997734,74188.0,20035.0,17562.0,17549.0,1381057.0,116474.0,56430.0,54925.0
0.1039,173034.5982142857,56795.54634353741,51254.23398526077,50525.40391156463,25415.922619047622,2824.245323129252,1748.370181405896,1714.1794217687077,76205.0,22894.0,20353.0,20060.0,1434678.0,159423.0,98692.0,96762.0
0.1059,185326.56604308388,69390.07582199546,63206.420068027204,62419.83772675737,26605.72562358277,4195.861678004536,3150.350765306123,3124.4331065759643,81382.0,28257.0,25481.0,25169.0,1501840.0,236848.0,177831.0,176368.0
0.1078,207413.81448412698,90712.4610260771,86150.15589569161,86094.56490929706,29065.352182539686,7008.89314058957,5938.385770975057,5900.226757369615,90808.0,37525.0,35362.0,35326.0,1640681.0,395638.0,335210.0,333056.0
0.1098,272319.1078514739,165295.0148809524,161684.5415249433,162469.63577097506,35876.20464852608,14069.568452380954,12987.33347505669,13038.176729024945,118347.0,68876.0,67074.0,67395.0,2025140.0,794199.0,733109.0,735979.0
0.1118,1121384.725765306,1059299.9397675737,1022514.349489796,992193.1866496598,129849.64923469389,110309.43523242632,107863.25467687075,108038.58418367348,480474.0,449130.0,434065.0,422489.0,7329753.0,6226747.0,6088665.0,6098562.0
0.1137,2413705.25085034,2352039.0270691607,2313838.0810657595,2243544.501133787,425279.12414965994,414283.88959750574,404888.4814342404,393807.0613662132,1090170.0,1062268.0,1043991.0,1012743.0,24006156.0,23385497.0,22855145.0,22229621.0
0.1127,1944408.6947278914,1896329.4182256237,1852468.537414966,1810464.161706349,300049.6386054422,286303.39427437645,281250.212585034,273345.73412698414,861872.0,838131.0,819348.0,800183.0,16937202.0,16161254.0,15876012.0,15429820.0
