Bias_Current,Counts_TL1(0.010),Counts_TL2(0.011),Counts_TL3(0.012),Counts_TL4(0.013),Counts_TL5(0.014),DCounts_TL1(0.010),DCounts_TL2(0.011),DCounts_TL3(0.012),DCounts_TL4(0.013),DCounts_TL5(0.014)
0.1922,86980.7857142857,83684.21428571428,82556.64285714286,82588.85714285713,82254.92857142857,36121.0,17789.0,9388.0,5604.0,4129.0
0.1961,87694.2857142857,84763.28571428571,83964.07142857142,82318.42857142857,82888.21428571428,35345.0,17426.0,9152.0,5678.0,4110.0
0.2,90150.99999999999,85834.21428571428,84036.99999999999,84201.14285714286,83846.21428571428,36299.0,17864.0,8963.0,5581.0,4202.0
0.2039,92115.2857142857,87384.71428571428,84702.49999999999,84290.57142857142,83936.64285714286,35999.0,17976.0,9385.0,5588.0,4183.0
0.2078,95215.07142857142,88917.85714285713,86072.99999999999,84183.28571428571,84959.49999999999,35026.0,16925.0,9352.0,5831.0,4303.0
0.2118,99328.71428571426,91701.71428571428,86217.71428571428,85205.14285714286,85730.07142857142,37257.0,17784.0,9468.0,5602.0,4311.0
0.2157,101829.71428571426,93365.71428571428,87831.49999999999,85365.92857142857,85732.64285714286,34431.0,16870.0,9431.0,5668.0,4387.0
0.2196,105532.07142857142,96056.78571428571,88877.42857142857,86331.35714285713,86222.49999999999,35059.0,17995.0,9919.0,5924.0,4340.0
0.2235,107827.92857142855,97432.14285714284,91560.07142857142,87741.71428571428,86112.78571428571,38331.0,18775.0,9806.0,6044.0,4539.0
0.2275,110474.21428571426,100956.78571428571,92779.71428571428,88672.99999999999,87764.78571428571,37099.0,18695.0,10056.0,5952.0,4462.0
0.2314,115452.21428571426,106047.7857142857,95835.07142857142,90217.64285714286,88377.92857142857,30071.0,15654.0,8506.0,5727.0,4481.0
0.2353,119858.5,109255.2857142857,99734.14285714284,92761.42857142857,90431.64285714286,29304.0,15509.0,8823.0,6010.0,4938.0
0.2392,124951.92857142855,114982.07142857142,103584.35714285713,97444.28571428571,93678.78571428571,30732.0,16184.0,9696.0,6695.0,5623.0
0.2431,146357.85714285713,120877.14285714284,123353.0,123999.42857142855,105480.99999999999,38410.0,36905.0,14397.0,20672.0,16519.0
0.2471,404621.85714285704,365150.4285714285,476909.7857142857,215136.7142857142,299164.57142857136,646721.0,576796.0,389017.0,651674.0,623689.0
0.251,-392770.92857142864,-297463.3571428573,-295867.42857142864,-374844.7857142859,-340457.0714285718,2994712.0,2841083.0,2775596.0,2787593.0,2632341.0
0.2549,-315904.7857142859,-314900.50000000047,-287113.6428571432,-309075.42857142864,-272237.6428571432,3262528.0,3142963.0,3016319.0,2959104.0,2871218.0
0.2588,-387498.71428571455,-353385.71428571455,-298833.0714285718,-298131.50000000047,-272240.1428571432,3546188.0,3405850.0,3258642.0,3185544.0,3071658.0
0.2627,-395238.4285714291,-336459.71428571455,-301962.4285714291,-272696.2857142859,-225506.00000000047,3756842.0,3623849.0,3498041.0,3344482.0,3234331.0
0.2667,-260122.21428571455,-285687.0714285718,-333243.6428571432,-219929.35714285728,-246334.50000000047,3884674.0,3788471.0,3715599.0,3507849.0,3389297.0
0.2706,-326655.2857142859,-266779.2857142859,-276202.71428571455,-240398.07142857183,-187444.21428571455,4168266.0,3964315.0,3810842.0,3658357.0,3517221.0
0.2745,-341259.21428571455,-256858.7857142859,-241700.71428571455,-147639.35714285728,-164039.9285714291,4370811.0,4142357.0,3964840.0,3741334.0,3605331.0
0.2784,-269889.14285714366,-246527.9285714291,-188040.57142857183,-146902.07142857183,-106934.07142857183,4512982.0,4299094.0,4050637.0,3860961.0,3660968.0
0.2824,-234322.9285714291,-196780.00000000047,-142202.9285714291,-108674.21428571455,-52823.14285714319,4647189.0,4376805.0,4139719.0,3913776.0,3685491.0
0.2863,-193693.07142857183,-151007.5,-95891.07142857183,-74170.14285714319,2634.5714285708964,4759727.0,4472820.0,4194825.0,3947913.0,3687219.0
0.2902,-139526.35714285728,-125673.35714285728,-47793.500000000466,43745.64285714226,50113.999999999534,4833821.0,4529368.0,4210506.0,3891549.0,3655336.0
0.2941,-118602.64285714366,-64490.78571428638,30662.357142856345,100606.28571428545,164034.99999999953,4912308.0,4543139.0,4171943.0,3848083.0,3560215.0
